,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Team,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameType
1452,1452,1452,1452,Charlotte Hornets,Milwaukee Bucks,L,01/25/2019,240,36,90,0.4,10,39,0.256,17,25,0.68,12,41,53,20,4,2,17,19,99,-9,regular season
1453,1453,1453,1453,Milwaukee Bucks,Charlotte Hornets,W,01/25/2019,240,41,89,0.461,6,31,0.19399999999999998,20,23,0.87,6,40,46,17,9,6,11,18,108,9,regular season
1454,1454,1454,1454,Phoenix Suns,Denver Nuggets,L,01/25/2019,240,32,76,0.42100000000000004,7,30,0.233,24,26,0.9229999999999999,2,33,35,20,4,7,15,25,95,-37,regular season
1455,1455,1455,1455,Denver Nuggets,Phoenix Suns,W,01/25/2019,240,47,94,0.5,15,36,0.41700000000000004,23,29,0.7929999999999999,16,41,57,26,9,1,12,20,132,37,regular season
1456,1456,1456,1456,Minnesota Timberwolves,Utah Jazz,L,01/25/2019,240,38,90,0.42200000000000004,8,26,0.308,18,21,0.857,12,38,50,20,5,5,14,22,102,-4,regular season
1457,1457,1457,1457,Utah Jazz,Minnesota Timberwolves,W,01/25/2019,240,37,94,0.39399999999999996,13,40,0.325,19,25,0.76,16,31,47,25,9,8,11,19,106,4,regular season
1458,1458,1458,1458,San Antonio Spurs,New Orleans Pelicans,W,01/26/2019,240,47,91,0.516,11,24,0.45799999999999996,21,25,0.84,9,42,51,30,5,3,9,19,126,12,regular season
1459,1459,1459,1459,New Orleans Pelicans,San Antonio Spurs,L,01/26/2019,240,45,96,0.469,7,27,0.259,17,24,0.708,10,31,41,26,6,6,8,18,114,-12,regular season
1460,1460,1460,1460,Indiana Pacers,Memphis Grizzlies,L,01/26/2019,240,32,74,0.4320000000000001,9,27,0.33299999999999996,30,36,0.833,7,33,40,20,7,5,17,26,103,-3,regular season
1461,1461,1461,1461,Memphis Grizzlies,Indiana Pacers,W,01/26/2019,240,39,80,0.488,9,28,0.321,19,28,0.679,8,28,36,29,8,5,12,24,106,3,regular season
1462,1462,1462,1462,Golden State Warriors,Boston Celtics,W,01/26/2019,240,37,83,0.446,12,33,0.364,29,34,0.853,11,42,53,25,8,7,14,19,115,4,regular season
1463,1463,1463,1463,Boston Celtics,Golden State Warriors,L,01/26/2019,240,41,99,0.414,15,40,0.375,14,15,0.9329999999999999,15,34,49,23,6,4,14,22,111,-4,regular season
1464,1464,1464,1464,Philadelphia 76ers,Denver Nuggets,L,01/26/2019,240,38,91,0.418,14,36,0.389,20,27,0.741,11,30,41,29,7,2,12,24,110,-16,regular season
1465,1465,1465,1465,Denver Nuggets,Philadelphia 76ers,W,01/26/2019,240,48,94,0.511,8,24,0.33299999999999996,22,29,0.759,11,40,51,27,4,4,10,21,126,16,regular season
1466,1466,1466,1466,Atlanta Hawks,Portland Trail Blazers,L,01/26/2019,240,42,92,0.457,12,33,0.364,15,20,0.75,9,27,36,24,9,7,10,27,111,-9,regular season
1467,1467,1467,1467,Portland Trail Blazers,Atlanta Hawks,W,01/26/2019,240,41,82,0.5,11,30,0.3670000000000001,27,30,0.9,11,36,47,26,8,7,18,23,120,9,regular season
1468,1468,1468,1468,Cleveland Cavaliers,Chicago Bulls,W,01/27/2019,240,39,92,0.424,13,34,0.382,13,15,0.867,12,40,52,26,5,3,8,13,104,3,regular season
1469,1469,1469,1469,Chicago Bulls,Cleveland Cavaliers,L,01/27/2019,240,39,88,0.44299999999999995,9,26,0.34600000000000003,14,17,0.8240000000000001,8,39,47,22,5,8,10,17,101,-3,regular season
1470,1470,1470,1470,Sacramento Kings,Los Angeles Clippers,L,01/27/2019,240,37,93,0.39799999999999996,8,36,0.222,26,30,0.867,15,29,44,18,12,6,12,26,108,-14,regular season
1471,1471,1471,1471,Los Angeles Clippers,Sacramento Kings,W,01/27/2019,240,42,88,0.47700000000000004,11,29,0.379,27,29,0.9309999999999999,14,38,52,35,6,1,18,28,122,14,regular season
1472,1472,1472,1472,Milwaukee Bucks,Oklahoma City Thunder,L,01/27/2019,240,39,91,0.429,15,37,0.405,19,28,0.679,9,40,49,22,6,5,14,22,112,-6,regular season
1473,1473,1473,1473,Oklahoma City Thunder,Milwaukee Bucks,W,01/27/2019,240,44,94,0.46799999999999997,16,32,0.5,14,25,0.56,11,41,52,29,5,10,11,21,118,6,regular season
1474,1474,1474,1474,Toronto Raptors,Dallas Mavericks,W,01/27/2019,240,37,83,0.446,17,34,0.5,32,38,0.8420000000000001,8,36,44,24,6,5,7,27,123,3,regular season
1475,1475,1475,1475,Dallas Mavericks,Toronto Raptors,L,01/27/2019,240,43,88,0.489,11,36,0.306,23,34,0.6759999999999999,7,36,43,25,5,2,11,29,120,-3,regular season
1476,1476,1476,1476,Orlando Magic,Houston Rockets,L,01/27/2019,240,39,97,0.402,10,35,0.28600000000000003,10,17,0.588,18,38,56,23,10,4,13,18,98,-5,regular season
1477,1477,1477,1477,Houston Rockets,Orlando Magic,W,01/27/2019,240,38,80,0.475,12,36,0.33299999999999996,15,21,0.7140000000000001,3,36,39,20,8,7,13,19,103,5,regular season
1478,1478,1478,1478,Utah Jazz,Minnesota Timberwolves,W,01/27/2019,240,46,86,0.535,15,39,0.385,18,25,0.72,6,30,36,30,8,5,9,17,125,14,regular season
1479,1479,1479,1479,Minnesota Timberwolves,Utah Jazz,L,01/27/2019,240,37,77,0.48100000000000004,17,36,0.47200000000000003,20,23,0.87,5,30,35,22,7,4,16,22,111,-14,regular season
1480,1480,1480,1480,Washington Wizards,San Antonio Spurs,L,01/27/2019,240,40,89,0.449,18,46,0.391,21,29,0.7240000000000001,8,24,32,32,11,0,9,18,119,-13,regular season
1481,1481,1481,1481,San Antonio Spurs,Washington Wizards,W,01/27/2019,240,49,86,0.57,16,34,0.47100000000000003,18,21,0.857,7,42,49,31,6,4,15,20,132,13,regular season
1482,1482,1482,1482,Miami Heat,New York Knicks,W,01/27/2019,240,39,84,0.46399999999999997,12,33,0.364,16,18,0.889,8,39,47,26,6,5,15,24,106,9,regular season
1483,1483,1483,1483,New York Knicks,Miami Heat,L,01/27/2019,240,36,84,0.429,7,26,0.26899999999999996,18,24,0.75,7,31,38,22,13,3,11,20,97,-9,regular season
1484,1484,1484,1484,Phoenix Suns,Los Angeles Lakers,L,01/27/2019,240,34,85,0.4,7,26,0.26899999999999996,27,32,0.8440000000000001,15,25,40,19,8,9,16,20,102,-14,regular season
1485,1485,1485,1485,Los Angeles Lakers,Phoenix Suns,W,01/27/2019,240,47,89,0.528,10,23,0.435,12,18,0.667,14,27,41,28,8,10,16,30,116,14,regular season
1486,1486,1486,1486,New York Knicks,Charlotte Hornets,L,01/28/2019,240,34,85,0.4,7,23,0.304,17,26,0.654,8,38,46,19,6,6,8,15,92,-9,regular season
1487,1487,1487,1487,Charlotte Hornets,New York Knicks,W,01/28/2019,240,39,94,0.415,11,34,0.324,12,16,0.75,13,38,51,25,4,10,10,20,101,9,regular season
1488,1488,1488,1488,Golden State Warriors,Indiana Pacers,W,01/28/2019,240,53,98,0.541,13,31,0.419,13,16,0.813,13,35,48,39,9,7,12,19,132,32,regular season
1489,1489,1489,1489,Indiana Pacers,Golden State Warriors,L,01/28/2019,240,40,94,0.426,12,30,0.4,8,10,0.8,10,28,38,29,4,5,15,18,100,-32,regular season
1490,1490,1490,1490,Brooklyn Nets,Boston Celtics,L,01/28/2019,240,39,103,0.379,13,34,0.382,13,16,0.813,16,32,48,20,10,5,17,20,104,-8,regular season
1491,1491,1491,1491,Boston Celtics,Brooklyn Nets,W,01/28/2019,240,45,100,0.45,13,40,0.325,9,10,0.9,16,36,52,29,11,16,17,16,112,8,regular season
1492,1492,1492,1492,Denver Nuggets,Memphis Grizzlies,W,01/28/2019,240,37,84,0.44,8,36,0.222,13,14,0.929,9,28,37,17,10,2,15,18,95,3,regular season
1493,1493,1493,1493,Memphis Grizzlies,Denver Nuggets,L,01/28/2019,240,35,78,0.449,9,32,0.281,13,19,0.684,9,33,42,26,5,7,19,22,92,-3,regular season
1494,1494,1494,1494,Atlanta Hawks,Los Angeles Clippers,W,01/28/2019,240,44,87,0.506,10,34,0.294,25,29,0.862,15,29,44,28,7,6,17,25,123,5,regular season
1495,1495,1495,1495,Los Angeles Clippers,Atlanta Hawks,L,01/28/2019,240,41,85,0.48200000000000004,10,27,0.37,26,28,0.929,13,25,38,27,10,4,16,26,118,-5,regular season
1496,1496,1496,1496,Washington Wizards,Cleveland Cavaliers,L,01/29/2019,240,42,87,0.483,12,36,0.33299999999999996,17,23,0.7390000000000001,3,33,36,31,8,1,6,22,113,-3,regular season
1497,1497,1497,1497,Cleveland Cavaliers,Washington Wizards,W,01/29/2019,240,45,84,0.536,15,34,0.441,11,24,0.45799999999999996,7,41,48,30,3,2,15,21,116,3,regular season
1498,1498,1498,1498,Milwaukee Bucks,Detroit Pistons,W,01/29/2019,240,47,87,0.54,13,32,0.406,8,10,0.8,6,33,39,32,9,6,10,15,115,10,regular season
1499,1499,1499,1499,Detroit Pistons,Milwaukee Bucks,L,01/29/2019,240,42,89,0.47200000000000003,12,37,0.324,9,12,0.75,10,29,39,29,8,3,11,14,105,-10,regular season
1500,1500,1500,1500,Oklahoma City Thunder,Orlando Magic,W,01/29/2019,240,49,91,0.5379999999999999,9,21,0.429,19,26,0.731,6,37,43,25,7,8,7,16,126,9,regular season
1501,1501,1501,1501,Orlando Magic,Oklahoma City Thunder,L,01/29/2019,240,44,102,0.431,14,41,0.341,15,18,0.833,18,35,53,26,4,5,12,18,117,-9,regular season
1502,1502,1502,1502,Chicago Bulls,Brooklyn Nets,L,01/29/2019,240,47,94,0.5,9,28,0.321,14,19,0.737,5,45,50,17,6,8,17,29,117,-5,regular season
1503,1503,1503,1503,Brooklyn Nets,Chicago Bulls,W,01/29/2019,240,42,94,0.447,10,35,0.28600000000000003,28,40,0.7,7,36,43,25,11,2,8,21,122,5,regular season
1504,1504,1504,1504,New Orleans Pelicans,Houston Rockets,W,01/29/2019,240,46,90,0.511,9,31,0.29,20,25,0.8,13,42,55,27,8,9,17,17,121,5,regular season
1505,1505,1505,1505,Houston Rockets,New Orleans Pelicans,L,01/29/2019,240,40,101,0.396,19,56,0.33899999999999997,17,24,0.708,15,30,45,22,11,5,12,20,116,-5,regular season
1506,1506,1506,1506,Phoenix Suns,San Antonio Spurs,L,01/29/2019,240,48,80,0.6,13,29,0.44799999999999995,15,19,0.789,3,35,38,26,8,5,18,22,124,-2,regular season
1507,1507,1507,1507,San Antonio Spurs,Phoenix Suns,W,01/29/2019,240,47,100,0.47,15,34,0.441,17,20,0.85,14,22,36,29,9,4,11,15,126,2,regular season
1508,1508,1508,1508,Philadelphia 76ers,Los Angeles Lakers,W,01/29/2019,240,42,93,0.452,15,36,0.41700000000000004,22,28,0.7859999999999999,12,32,44,33,15,6,12,15,121,16,regular season
1509,1509,1509,1509,Los Angeles Lakers,Philadelphia 76ers,L,01/29/2019,240,43,92,0.467,7,23,0.304,12,16,0.75,14,35,49,26,7,4,21,20,105,-16,regular season
1510,1510,1510,1510,Charlotte Hornets,Boston Celtics,L,01/30/2019,240,39,89,0.43799999999999994,13,40,0.325,3,7,0.429,7,24,31,20,7,5,12,17,94,-32,regular season
1511,1511,1511,1511,Boston Celtics,Charlotte Hornets,W,01/30/2019,240,50,90,0.556,12,29,0.414,14,16,0.875,12,41,53,34,10,7,10,14,126,32,regular season
1512,1512,1512,1512,Chicago Bulls,Miami Heat,W,01/30/2019,240,40,78,0.513,8,19,0.42100000000000004,17,21,0.81,5,35,40,26,6,3,12,20,105,16,regular season
1513,1513,1513,1513,Miami Heat,Chicago Bulls,L,01/30/2019,240,34,89,0.382,12,42,0.28600000000000003,9,13,0.6920000000000001,15,32,47,22,6,2,14,20,89,-16,regular season
1514,1514,1514,1514,Dallas Mavericks,New York Knicks,W,01/30/2019,240,45,84,0.536,15,38,0.395,9,11,0.818,7,42,49,31,4,1,18,19,114,24,regular season
1515,1515,1515,1515,New York Knicks,Dallas Mavericks,L,01/30/2019,240,32,78,0.41,6,26,0.231,20,28,0.7140000000000001,5,29,34,16,10,5,12,15,90,-24,regular season
1516,1516,1516,1516,Memphis Grizzlies,Minnesota Timberwolves,L,01/30/2019,265,36,87,0.414,6,23,0.261,19,22,0.8640000000000001,14,37,51,21,3,7,18,27,97,-2,regular season
1517,1517,1517,1517,Minnesota Timberwolves,Memphis Grizzlies,W,01/30/2019,265,37,95,0.389,8,35,0.22899999999999998,17,22,0.773,11,30,41,25,12,3,10,24,99,2,regular season
1518,1518,1518,1518,Denver Nuggets,New Orleans Pelicans,W,01/30/2019,240,42,89,0.47200000000000003,9,30,0.3,12,19,0.632,6,37,43,31,10,7,9,17,105,6,regular season
1519,1519,1519,1519,New Orleans Pelicans,Denver Nuggets,L,01/30/2019,240,37,89,0.41600000000000004,15,36,0.41700000000000004,10,13,0.769,8,40,48,27,4,4,14,20,99,-6,regular season
1520,1520,1520,1520,Indiana Pacers,Washington Wizards,L,01/30/2019,240,33,84,0.39299999999999996,9,31,0.29,14,18,0.778,10,29,39,27,6,3,15,21,89,-18,regular season
1521,1521,1521,1521,Washington Wizards,Indiana Pacers,W,01/30/2019,240,41,78,0.526,12,28,0.429,13,21,0.619,8,33,41,27,8,4,14,24,107,18,regular season
1522,1522,1522,1522,Atlanta Hawks,Sacramento Kings,L,01/30/2019,240,38,86,0.442,16,46,0.348,21,25,0.84,9,27,36,24,7,3,20,19,113,-22,regular season
1523,1523,1523,1523,Sacramento Kings,Atlanta Hawks,W,01/30/2019,240,54,99,0.545,11,35,0.314,16,21,0.762,15,38,53,36,7,2,14,24,135,22,regular season
1524,1524,1524,1524,Utah Jazz,Portland Trail Blazers,L,01/30/2019,240,38,85,0.447,11,34,0.324,18,21,0.857,8,28,36,24,9,4,16,22,105,-27,regular season
1525,1525,1525,1525,Portland Trail Blazers,Utah Jazz,W,01/30/2019,240,48,90,0.5329999999999999,16,32,0.5,20,23,0.87,11,35,46,28,7,5,13,17,132,27,regular season
1526,1526,1526,1526,Dallas Mavericks,Detroit Pistons,L,01/31/2019,240,36,88,0.409,7,25,0.28,10,14,0.7140000000000001,11,33,44,18,2,5,10,21,89,-4,regular season
1527,1527,1527,1527,Detroit Pistons,Dallas Mavericks,W,01/31/2019,240,33,86,0.384,9,33,0.273,18,23,0.7829999999999999,15,37,52,21,5,5,11,24,93,4,regular season
1528,1528,1528,1528,Indiana Pacers,Orlando Magic,L,01/31/2019,240,41,91,0.451,4,19,0.21100000000000002,14,16,0.875,6,36,42,26,8,2,9,18,100,-7,regular season
1529,1529,1529,1529,Orlando Magic,Indiana Pacers,W,01/31/2019,240,38,82,0.46299999999999997,11,25,0.44,20,22,0.909,9,39,48,25,4,5,15,19,107,7,regular season
1530,1530,1530,1530,Milwaukee Bucks,Toronto Raptors,W,01/31/2019,240,39,79,0.494,14,38,0.368,13,17,0.765,7,43,50,21,13,6,18,16,105,13,regular season
1531,1531,1531,1531,Toronto Raptors,Milwaukee Bucks,L,01/31/2019,240,37,93,0.39799999999999996,7,27,0.259,11,13,0.846,8,31,39,16,9,4,16,20,92,-13,regular season
1532,1532,1532,1532,Brooklyn Nets,San Antonio Spurs,L,01/31/2019,240,42,89,0.47200000000000003,11,34,0.324,19,29,0.655,5,41,46,30,5,7,14,23,114,-3,regular season
1533,1533,1533,1533,San Antonio Spurs,Brooklyn Nets,W,01/31/2019,240,40,100,0.4,12,33,0.364,25,29,0.862,13,37,50,23,6,3,9,21,117,3,regular season
1534,1534,1534,1534,Philadelphia 76ers,Golden State Warriors,W,01/31/2019,240,41,88,0.466,12,37,0.324,19,24,0.792,16,33,49,30,11,5,19,19,113,9,regular season
1535,1535,1535,1535,Golden State Warriors,Philadelphia 76ers,L,01/31/2019,240,41,88,0.466,11,38,0.289,11,16,0.688,9,28,37,30,13,7,15,19,104,-9,regular season
1536,1536,1536,1536,Los Angeles Lakers,Los Angeles Clippers,W,01/31/2019,265,42,92,0.457,11,26,0.423,28,35,0.8,7,49,56,28,7,4,16,24,123,3,regular season
1537,1537,1537,1537,Los Angeles Clippers,Los Angeles Lakers,L,01/31/2019,265,46,104,0.442,14,43,0.326,14,26,0.5379999999999999,12,39,51,26,11,8,8,27,120,-3,regular season
1538,1538,1538,1538,Memphis Grizzlies,Charlotte Hornets,L,02/01/2019,240,35,80,0.43799999999999994,9,29,0.31,13,17,0.765,9,31,40,23,8,3,11,22,92,-8,regular season
1539,1539,1539,1539,Charlotte Hornets,Memphis Grizzlies,W,02/01/2019,240,32,73,0.43799999999999994,12,29,0.414,24,28,0.857,6,34,40,15,6,7,12,17,100,8,regular season
1540,1540,1540,1540,Boston Celtics,New York Knicks,W,02/01/2019,240,46,100,0.46,13,37,0.35100000000000003,8,10,0.8,11,32,43,25,11,7,7,18,113,14,regular season
1541,1541,1541,1541,New York Knicks,Boston Celtics,L,02/01/2019,240,39,86,0.45299999999999996,9,31,0.29,12,12,1.0,8,40,48,21,2,2,17,15,99,-14,regular season
1542,1542,1542,1542,Oklahoma City Thunder,Miami Heat,W,02/01/2019,240,44,91,0.484,16,30,0.5329999999999999,14,19,0.737,13,37,50,23,10,4,15,20,118,16,regular season
1543,1543,1543,1543,Miami Heat,Oklahoma City Thunder,L,02/01/2019,240,41,92,0.446,11,36,0.306,9,14,0.643,11,36,47,28,7,2,17,17,102,-16,regular season
1544,1544,1544,1544,Atlanta Hawks,Utah Jazz,L,02/01/2019,240,39,98,0.39799999999999996,14,46,0.304,20,24,0.833,8,32,40,23,11,4,11,27,112,-16,regular season
1545,1545,1545,1545,Utah Jazz,Atlanta Hawks,W,02/01/2019,240,46,87,0.529,12,35,0.34299999999999997,24,30,0.8,11,40,51,31,4,6,15,22,128,16,regular season
1546,1546,1546,1546,Houston Rockets,Denver Nuggets,L,02/01/2019,240,45,85,0.529,16,44,0.364,16,21,0.762,11,19,30,23,6,3,10,24,122,-14,regular season
1547,1547,1547,1547,Denver Nuggets,Houston Rockets,W,02/01/2019,240,51,82,0.622,14,31,0.452,20,23,0.87,10,26,36,37,7,4,8,14,136,14,regular season
1548,1548,1548,1548,Los Angeles Clippers,Detroit Pistons,W,02/02/2019,240,40,82,0.488,10,20,0.5,21,34,0.618,11,36,47,22,5,4,12,24,111,10,regular season
1549,1549,1549,1549,Detroit Pistons,Los Angeles Clippers,L,02/02/2019,240,35,83,0.42200000000000004,17,42,0.405,14,20,0.7,7,31,38,21,6,4,14,27,101,-10,regular season
1550,1550,1550,1550,Chicago Bulls,Charlotte Hornets,L,02/02/2019,240,42,81,0.519,9,24,0.375,25,25,1.0,8,31,39,20,4,2,10,20,118,-7,regular season
1551,1551,1551,1551,Charlotte Hornets,Chicago Bulls,W,02/02/2019,240,43,82,0.524,14,32,0.43799999999999994,25,29,0.862,9,27,36,25,6,2,6,21,125,7,regular season
1552,1552,1552,1552,Brooklyn Nets,Orlando Magic,L,02/02/2019,240,33,91,0.363,10,38,0.263,13,16,0.813,8,42,50,23,6,2,18,11,89,-13,regular season
1553,1553,1553,1553,Orlando Magic,Brooklyn Nets,W,02/02/2019,240,41,94,0.436,10,27,0.37,10,12,0.833,7,42,49,25,11,8,14,17,102,13,regular season
1554,1554,1554,1554,Milwaukee Bucks,Washington Wizards,W,02/02/2019,240,45,91,0.495,17,39,0.436,24,24,1.0,6,40,46,30,10,4,11,19,131,16,regular season
1555,1555,1555,1555,Washington Wizards,Milwaukee Bucks,L,02/02/2019,240,43,93,0.462,10,33,0.303,19,26,0.731,12,34,46,28,6,6,12,19,115,-16,regular season
1556,1556,1556,1556,Dallas Mavericks,Cleveland Cavaliers,W,02/02/2019,240,40,84,0.47600000000000003,16,39,0.41,15,19,0.789,9,41,50,20,2,4,13,26,111,13,regular season
1557,1557,1557,1557,Cleveland Cavaliers,Dallas Mavericks,L,02/02/2019,240,34,85,0.4,4,23,0.174,26,33,0.7879999999999999,11,33,44,20,7,2,6,22,98,-13,regular season
1558,1558,1558,1558,Indiana Pacers,Miami Heat,W,02/02/2019,240,38,89,0.4270000000000001,7,24,0.292,12,17,0.706,14,29,43,26,15,4,13,20,95,7,regular season
1559,1559,1559,1559,Miami Heat,Indiana Pacers,L,02/02/2019,240,30,71,0.423,9,30,0.3,19,26,0.731,10,33,43,21,8,4,23,19,88,-7,regular season
1560,1560,1560,1560,Los Angeles Lakers,Golden State Warriors,L,02/02/2019,240,42,96,0.43799999999999994,7,27,0.259,10,17,0.588,13,36,49,23,5,4,15,18,101,-14,regular season
1561,1561,1561,1561,Golden State Warriors,Los Angeles Lakers,W,02/02/2019,240,43,91,0.473,11,34,0.324,18,19,0.9470000000000001,7,37,44,31,4,9,10,17,115,14,regular season
1562,1562,1562,1562,New Orleans Pelicans,San Antonio Spurs,L,02/02/2019,240,43,96,0.44799999999999995,10,35,0.28600000000000003,12,12,1.0,5,37,42,26,6,4,8,16,108,-5,regular season
1563,1563,1563,1563,San Antonio Spurs,New Orleans Pelicans,W,02/02/2019,240,44,92,0.478,9,23,0.391,16,18,0.889,10,40,50,29,5,2,11,16,113,5,regular season
1564,1564,1564,1564,Denver Nuggets,Minnesota Timberwolves,W,02/02/2019,240,42,89,0.47200000000000003,13,33,0.39399999999999996,10,14,0.7140000000000001,15,33,48,29,3,7,10,16,107,1,regular season
1565,1565,1565,1565,Minnesota Timberwolves,Denver Nuggets,L,02/02/2019,240,42,89,0.47200000000000003,11,34,0.324,11,16,0.688,8,33,41,27,6,4,8,15,106,-1,regular season
1566,1566,1566,1566,Atlanta Hawks,Phoenix Suns,W,02/02/2019,240,43,84,0.512,14,32,0.43799999999999994,18,26,0.6920000000000001,16,37,53,21,6,5,24,18,118,6,regular season
1567,1567,1567,1567,Phoenix Suns,Atlanta Hawks,L,02/02/2019,240,45,96,0.469,12,32,0.375,10,18,0.556,10,27,37,31,15,5,10,23,112,-6,regular season
1568,1568,1568,1568,Houston Rockets,Utah Jazz,W,02/02/2019,240,40,87,0.46,15,39,0.385,30,37,0.8109999999999999,8,40,48,17,15,8,14,29,125,27,regular season
1569,1569,1569,1569,Utah Jazz,Houston Rockets,L,02/02/2019,240,31,86,0.36,11,41,0.268,25,36,0.6940000000000001,14,37,51,19,8,9,20,21,98,-27,regular season
1570,1570,1570,1570,Philadelphia 76ers,Sacramento Kings,L,02/02/2019,240,41,93,0.441,7,33,0.212,19,25,0.76,14,32,46,19,9,5,13,22,108,-7,regular season
1571,1571,1571,1571,Sacramento Kings,Philadelphia 76ers,W,02/02/2019,240,42,92,0.457,11,30,0.3670000000000001,20,24,0.833,12,38,50,22,9,2,16,19,115,7,regular season
1572,1572,1572,1572,Memphis Grizzlies,New York Knicks,W,02/03/2019,240,37,91,0.40700000000000003,9,26,0.34600000000000003,13,18,0.722,10,39,49,25,8,4,7,20,96,12,regular season
1573,1573,1573,1573,New York Knicks,Memphis Grizzlies,L,02/03/2019,240,28,74,0.37799999999999995,12,40,0.3,16,22,0.727,6,39,45,20,4,6,15,16,84,-12,regular season
1574,1574,1574,1574,Oklahoma City Thunder,Boston Celtics,L,02/03/2019,240,45,92,0.489,14,35,0.4,25,34,0.735,11,31,42,25,12,5,11,18,129,-5,regular season
1575,1575,1575,1575,Boston Celtics,Oklahoma City Thunder,W,02/03/2019,240,54,91,0.593,13,34,0.382,13,17,0.765,5,33,38,36,8,6,14,22,134,5,regular season
1576,1576,1576,1576,Los Angeles Clippers,Toronto Raptors,L,02/03/2019,240,38,89,0.4270000000000001,2,12,0.16699999999999998,25,29,0.862,7,29,36,15,7,7,13,24,103,-18,regular season
1577,1577,1577,1577,Toronto Raptors,Los Angeles Clippers,W,02/03/2019,240,43,94,0.457,9,33,0.273,26,31,0.8390000000000001,16,40,56,21,10,5,14,28,121,18,regular season
1578,1578,1578,1578,Denver Nuggets,Detroit Pistons,L,02/04/2019,240,41,92,0.446,9,28,0.321,12,22,0.545,10,22,32,28,10,3,13,19,103,-26,regular season
1579,1579,1579,1579,Detroit Pistons,Denver Nuggets,W,02/04/2019,240,48,88,0.545,16,37,0.4320000000000001,17,20,0.85,16,37,53,32,8,8,20,20,129,26,regular season
1580,1580,1580,1580,Atlanta Hawks,Washington Wizards,W,02/04/2019,240,46,91,0.505,20,40,0.5,25,29,0.862,14,36,50,29,7,2,12,22,137,8,regular season
1581,1581,1581,1581,Washington Wizards,Atlanta Hawks,L,02/04/2019,240,48,97,0.495,12,38,0.316,21,29,0.7240000000000001,13,27,40,34,5,8,8,20,129,-8,regular season
1582,1582,1582,1582,Milwaukee Bucks,Brooklyn Nets,W,02/04/2019,240,43,101,0.426,10,39,0.256,17,25,0.68,15,44,59,29,9,7,9,20,113,19,regular season
1583,1583,1583,1583,Brooklyn Nets,Milwaukee Bucks,L,02/04/2019,240,33,102,0.324,5,42,0.11900000000000001,23,28,0.821,16,40,56,23,5,9,13,21,94,-19,regular season
1584,1584,1584,1584,Indiana Pacers,New Orleans Pelicans,W,02/04/2019,240,41,91,0.451,10,28,0.35700000000000004,17,24,0.708,8,35,43,25,5,3,9,17,109,2,regular season
1585,1585,1585,1585,New Orleans Pelicans,Indiana Pacers,L,02/04/2019,240,39,90,0.433,9,38,0.237,20,24,0.833,13,42,55,26,6,4,16,19,107,-2,regular season
1586,1586,1586,1586,Houston Rockets,Phoenix Suns,W,02/04/2019,240,43,87,0.494,13,41,0.317,19,25,0.76,12,31,43,19,13,2,12,19,118,8,regular season
1587,1587,1587,1587,Phoenix Suns,Houston Rockets,L,02/04/2019,240,45,84,0.536,7,25,0.28,13,18,0.722,9,29,38,29,9,1,17,20,110,-8,regular season
1588,1588,1588,1588,San Antonio Spurs,Sacramento Kings,L,02/04/2019,240,42,98,0.429,9,32,0.281,19,21,0.905,15,31,46,18,6,3,8,20,112,-15,regular season
1589,1589,1589,1589,Sacramento Kings,San Antonio Spurs,W,02/04/2019,240,50,90,0.556,13,32,0.406,14,23,0.609,8,40,48,26,5,5,8,18,127,15,regular season
1590,1590,1590,1590,Los Angeles Clippers,Charlotte Hornets,W,02/05/2019,240,42,87,0.483,18,24,0.75,15,17,0.882,8,40,48,25,1,6,11,24,117,2,regular season
1591,1591,1591,1591,Charlotte Hornets,Los Angeles Clippers,L,02/05/2019,240,39,93,0.419,15,42,0.35700000000000004,22,26,0.846,11,33,44,19,8,9,5,19,115,-2,regular season
1592,1592,1592,1592,Boston Celtics,Cleveland Cavaliers,W,02/05/2019,240,40,82,0.488,9,26,0.34600000000000003,14,14,1.0,8,34,42,29,10,10,13,14,103,7,regular season
1593,1593,1593,1593,Cleveland Cavaliers,Boston Celtics,L,02/05/2019,240,40,96,0.41700000000000004,9,33,0.273,7,8,0.875,15,32,47,21,6,0,12,17,96,-7,regular season
1594,1594,1594,1594,Los Angeles Lakers,Indiana Pacers,L,02/05/2019,240,35,75,0.467,4,21,0.19,20,26,0.769,3,31,34,25,5,3,19,14,94,-42,regular season
1595,1595,1595,1595,Indiana Pacers,Los Angeles Lakers,W,02/05/2019,240,56,98,0.5710000000000001,19,34,0.5589999999999999,5,8,0.625,10,30,40,37,11,7,10,20,136,42,regular season
1596,1596,1596,1596,Detroit Pistons,New York Knicks,W,02/05/2019,240,37,79,0.46799999999999997,12,34,0.353,19,24,0.792,6,35,41,22,4,7,9,21,105,13,regular season
1597,1597,1597,1597,New York Knicks,Detroit Pistons,L,02/05/2019,240,36,90,0.4,9,33,0.273,11,15,0.733,13,31,44,17,5,4,11,23,92,-13,regular season
1598,1598,1598,1598,Minnesota Timberwolves,Memphis Grizzlies,L,02/05/2019,240,39,87,0.44799999999999995,9,29,0.31,19,20,0.95,16,39,55,26,4,4,15,23,106,-2,regular season
